percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number
0,cardinal numbers,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,cardinal numbers control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,cardinal numbers control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,cardinal numbers control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,cardinal numbers control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,cardinal numbers control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,cardinal numbers control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,demonstrative,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,demonstrative,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,demonstrative,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,demonstrative,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,demonstrative,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,demonstrative,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,demonstrative control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,demonstrative control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,demonstrative control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,demonstrative control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,demonstrative control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,demonstrative control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,determiner,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,determiner,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,determiner,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,determiner,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,determiner,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,determiner,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,determiner control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,determiner control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,determiner control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,determiner control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,determiner control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,determiner control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,lemmatization,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,lemmatization,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,lemmatization,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,lemmatization,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,lemmatization,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,lemmatization,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,lemmatization control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,lemmatization control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,lemmatization control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,lemmatization control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,lemmatization control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,lemmatization control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,named organizations,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,named organizations,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,named organizations,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,named organizations,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,named organizations,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,named organizations,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,named organizations control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,named organizations control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,named organizations control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,named organizations control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,named organizations control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,named organizations control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,named people,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,named people,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,named people,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,named people,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,named people,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,named people,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,named people control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,named people control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,named people control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,named people control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,named people control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,named people control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,removed punctuation,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,removed punctuation,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,removed punctuation,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,removed punctuation,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,removed punctuation,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
